,VA_PNG,VA_JPEG ,elements,elem. types,visual complex,edge congestion,unique RGB,HSVcolours (avg Hue),HSVcolours (avg Saturation),HSVcolours (std Saturation),HSVcolours (avg Value),HSVcolours (std Value),HSVspectrum (HSV),HSVspectrum (Hue),HSVspectrum (Saturation),HSVspectrum (Value),Hassler-Susstrunk (dist A),Hassler-Susstrunk (std A),Hassler-Susstrunk (dist B),Hassler-Susstrunk (std B),Hassler-Susstrunk (dist RGYB),Hassler-Susstrunk (std RGYB),Hassler-Susstrunk (Colorfulness),Static clusters,DynamicCC (clusters),DynamicCC (avg cluster colors),QuadtreeDec (balance),QuadtreeDec (symmetry),QuadtreeDec (equilibrium),QuadtreeDec (leaves),whitespace,grid quality,edge density,LABcolours (mean Lightness),LABcolours (std Lightness),LABcolours (mean A),LABcolours (std A),LABcolours (mean B),LABcolours (std B),Luminance std,FG contrast,pixel symmetry,Complexity
423,1247303,1015201,35.0,5.0,1621.56,0.251339773,21166.0,47.97574752,0.40102499,0.300362706,0.486641474,0.288572953,21174,15637,17552,256,32.9502308,41.81401253,24.42951989,22.33395038,41.01852206,47.40482026,59.71037688,5087.0,1025,12,0.903509926,0.634400972,0.999830689,3691.0,0.000451531,37.0,0.164474648,41.67474213,28.36453626,5.94929538,19.37495456,1.842789831,15.10904901,72.75960374,1.016229326,0.714646473,3.0
425,913732,833052,25.0,4.0,983.4,0.188719599,12379.0,315.2971569,0.300291237,0.322919447,0.66394244,0.279635111,14182,14849,17930,256,13.54848146,26.0467736,24.78449864,24.29197879,28.24593286,35.61649405,44.09027391,4353.0,624,10,0.842107102,0.639909425,0.999773842,2767.0,0.184048945,43.0,0.119224428,58.82209138,34.76745987,9.981740513,13.47634734,-8.632816335,18.44792047,90.92030202,1.086544371,0.539174385,2.8
426,1091948,937553,25.0,7.0,1392.35,0.324394061,22384.0,0.790400942,0.238917684,0.272128047,0.566048951,0.257127428,19533,9998,17041,256,25.81908613,41.20220602,14.85957878,17.03015125,29.78980178,44.58304423,53.51998476,3166.0,921,13,0.85522937,0.584274478,0.999795993,3067.0,0.046992233,31.0,0.159048945,52.81475783,26.05891924,5.545025896,18.20584797,3.020304381,9.478091031,69.39518053,0.993194743,0.683948206,4.0
427,171793,446156,29.0,4.0,1088.5,0.38743141,1955.0,359.3343212,0.049060233,0.159391291,0.941626921,0.156482726,2219,6554,11226,241,6.555647348,19.58362579,2.901808873,9.825683158,7.169170585,21.91032744,24.06107862,1145.0,90,14,0.535408164,0.558739802,0.999469677,1180.0,0.806809606,99.0,0.076778649,93.43655084,17.85508499,0.730317541,8.967308106,-1.093131114,5.092538461,48.72140426,0.903746286,0.782109287,4.0
428,1794833,1205472,5.0,2.0,101.01,0.232209273,35368.0,23.3396088,0.337615848,0.314991939,0.467567003,0.34705535,18467,4792,8280,256,7.844710763,10.13778851,14.48195294,14.88358125,16.47016843,18.00821332,22.94926384,1142.0,858,16,0.918217405,0.598063072,0.999803775,3187.0,0.249553964,19.0,0.228888848,44.84803214,36.10989021,1.580232558,4.087804802,6.170435937,8.760400159,92.24419078,1.101063081,0.650583227,2.0
429,724179,704456,16.0,4.0,621.64,0.235351284,12512.0,101.6218975,0.594281404,0.464633091,0.629993219,0.291060973,10379,9857,14389,252,60.44495714,48.27516137,21.19442959,20.96322966,64.05307712,52.63029739,71.84622053,2284.0,534,14,0.832043961,0.583087115,0.99968918,2014.0,0.319202447,48.0,0.1103321,61.08998002,30.35502006,-26.0279042,20.2978712,22.44198148,18.20903951,85.82616387,0.989959422,0.752380966,2.6
431,385567,571607,23.0,3.0,697.17,0.321914777,5438.0,247.3251355,0.333873915,0.386900866,0.758470554,0.253787845,6404,10801,16020,256,26.86876007,29.43473851,29.61675474,31.79693388,39.98852872,43.32953768,55.3260963,2918.0,284,11,0.729311231,0.484539948,0.999664589,1864.0,-0.158398666,102.0,0.101848256,69.91663451,30.9764768,-2.926032651,8.301057405,-9.112447549,16.08158798,83.92633359,1.053925831,0.143463024,3.6
432,384469,521098,50.0,4.0,1899.12,0.276059283,6970.0,359.698906,0.152983728,0.267640213,0.463803991,0.375508941,8507,11433,15833,256,10.21117746,18.11697119,20.1563828,35.43308414,22.59530732,39.79608142,46.57467362,3028.0,393,10,0.808879794,0.587419312,0.999619138,1645.0,-0.313161269,58.0,0.090313599,42.35644496,36.65755268,2.125191939,6.822816735,-3.362370878,18.84311227,91.65139096,1.140557723,0.560765882,2.6
433,418388,560762,13.0,4.0,496.52,0.337093254,6976.0,208.3760918,0.723881226,0.357308172,0.505153822,0.304405757,7451,13868,15767,256,39.1012914,23.21584548,59.3633417,52.32022938,71.08387529,57.23968801,78.5648506,2296.0,384,12,0.800422851,0.522416267,0.999715322,2197.0,0.276638518,30.0,0.106104374,40.38537358,31.35099888,1.17598606,6.259504378,-2.666070376,32.50314804,80.12915396,1.17689062,0.141752163,2.4
434,969201,765258,14.0,3.0,433.71,0.184073431,37487.0,45.25932629,0.119835115,0.116775729,0.693314721,0.229325824,27665,6256,11517,256,8.126220875,10.00107437,14.09040656,14.96367143,16.26576229,17.99813744,22.87786612,1608.0,1445,13,0.917245641,0.558209893,0.999795679,3061.0,0.193753664,45.0,0.163362764,69.27795198,22.7710314,-1.203733299,4.688780849,6.706301946,7.400486581,59.90313891,1.058146487,0.610233832,4.4
435,1019198,1003816,28.0,4.0,1116.48,0.238417681,10293.0,21.40983989,0.412417497,0.413698725,0.762858851,0.265156253,14728,19064,19111,256,28.56765094,30.30448505,67.07158008,80.16169346,72.90204068,85.69865176,107.569264,4394.0,710,11,0.909877734,0.58768422,0.999771483,2737.0,0.086748974,32.0,0.148717761,68.53964551,26.42476984,5.311048056,8.925220008,20.06915424,35.57364349,69.60015285,1.010901892,0.555070676,4.0
436,1673534,1348739,26.0,5.0,1229.33,0.158265498,40233.0,337.4208069,0.413426931,0.317636829,0.706395015,0.193502465,29564,14172,19005,256,49.79703711,38.15948527,42.35933882,34.41418476,65.37628385,51.38562473,70.99850989,3409.0,1428,14,0.919187795,0.60658592,0.999822571,3523.0,0.024698674,30.0,0.204933873,58.64524176,22.26375608,13.30201051,14.93633437,2.914115958,21.90702972,60.30652432,1.097120308,0.701484503,4.2
437,419986,800463,23.0,3.0,714.88,0.389517131,5345.0,47.23778183,0.201735412,0.264767771,0.848118607,0.210432734,5845,14171,16591,254,12.06728458,25.37326824,23.56317959,25.05853897,26.47343554,35.66136728,43.60339794,3466.0,245,12,0.791247733,0.561329736,0.999642891,1756.0,0.672138775,68.0,0.102501282,83.66530795,21.41285036,-5.691236408,9.317053446,9.981994324,14.08518243,58.45899564,1.130065598,0.456329264,3.6
439,792444,751825,21.0,5.0,951.81,0.219779554,11910.0,261.0234511,0.111297315,0.176477166,0.857296113,0.211685755,12110,8305,15484,256,9.719882034,13.60782605,13.00179513,17.91355982,16.23338484,22.49596753,27.36598298,2154.0,626,11,0.828940337,0.538224165,0.999708745,2149.0,0.434733111,80.0,0.114862068,83.52369827,22.52583707,-0.121450169,3.504898528,-1.278032977,9.382793323,60.313102,1.057363885,0.266859505,3.4
440,1292017,1019985,16.0,3.0,506.18,0.19748243,23005.0,159.9333918,0.162635092,0.235603713,0.861022742,0.155534101,16772,14492,18747,251,22.50942446,34.53279817,22.67450542,36.33804733,31.95007646,50.1295106,59.71453354,3244.0,775,15,0.916572484,0.579354507,0.999807568,3250.0,0.314991208,156.0,0.191298176,82.36421667,16.59175948,-0.508564175,12.59222617,0.768470508,17.40936732,46.09704979,1.060823755,0.860266449,2.8333
441,1535230,1354385,20.0,6.0,1053.07,0.253009266,26278.0,189.3689296,0.286611132,0.268521207,0.704144247,0.260476946,22994,13564,19495,254,32.47851334,34.26702912,26.60374963,34.21595705,41.9834887,48.42479738,61.01984399,4081.0,1154,12,0.91835161,0.606697326,0.999809536,3283.0,0.223113277,65.0,0.237923139,66.18816601,25.89744425,-7.159497172,9.401820155,-5.253552424,15.01005865,68.82440101,1.040896052,0.668729886,2.6
442,1695446,1186942,19.0,4.0,766.8,0.263918085,28300.0,94.60102121,0.446854657,0.315275262,0.65280768,0.273210831,28860,17599,19861,251,22.01463584,25.64033946,47.78727744,32.60911099,52.61433337,41.48229896,57.26659897,5135.0,1412,12,0.937783098,0.647509284,0.999826012,3595.0,0.094235419,65.0,0.183188929,58.71741249,26.25494475,0.068716311,11.93285908,8.488874844,26.57046764,68.08294335,1.066632818,0.855577141,3.0
443,809812,743870,17.0,2.0,331.58,0.205786405,16636.0,333.6542242,0.219614137,0.260450597,0.611394343,0.298968197,9742,10509,14244,256,9.449566786,15.50457653,21.63085022,30.59316062,23.60482988,34.29771669,41.37916565,2809.0,478,13,0.839290257,0.594275434,0.999753492,2536.0,0.258742123,36.0,0.118325029,55.25870187,33.02484315,5.605546913,8.478741466,-8.165610879,17.98125918,86.95441527,1.178464768,0.812369627,2.8333
444,628171,775972,21.0,5.0,954.03,0.199371863,6965.0,0.750041882,0.06989193,0.208387565,0.816175054,0.296923712,5880,22139,19525,256,9.239731445,33.59354291,7.333098145,24.66510996,11.7960572,41.67605757,45.21487474,4346.0,259,12,0.189617031,0.465735337,0.999511597,1333.0,0.493074219,84.0,0.232142578,80.00078455,30.51694308,2.579661006,12.19684378,2.559501435,11.76923263,80.78868644,1.010194395,0.487188671,3.7143
445,438742,505017,25.0,4.0,947.3,0.246359183,7939.0,6.003291141,0.129096542,0.266453159,0.804046726,0.314728318,8415,9085,14031,256,4.911068359,11.86924973,8.570120117,18.52342925,9.877527588,21.99992092,24.9631792,2519.0,408,12,0.482964461,0.496024335,0.999582849,1564.0,0.60537207,109.0,0.106503906,78.44694162,34.12467496,2.165384298,7.773666125,0.363595964,10.95928799,88.04497767,1.014414275,0.536988333,3.0
446,483544,707229,21.0,3.0,646.77,0.283001987,7003.0,336.4211118,0.230989746,0.329287603,0.660442119,0.279671992,8655,23448,20313,256,13.93569824,26.0039886,26.29110205,39.72524463,29.75610412,47.47949541,56.40632664,4865.0,377,11,0.735686253,0.563897764,0.999672638,1990.0,-0.331162109,66.0,0.122951172,60.14044941,30.68311255,3.796965939,10.72896653,-8.714315176,20.99589878,81.70991709,0.99788977,0.620600719,4.6667
447,325863,978625,26.0,5.0,1201.39,0.285167244,4452.0,340.1140479,0.11502588,0.24930226,0.758193581,0.347217681,6716,16711,17469,256,8.370366211,20.64180139,9.533243652,21.25086836,12.6864402,29.62572143,33.43165349,3136.0,327,12,0.508990958,0.555736984,0.999679774,2029.0,0.533149414,133.0,0.205383789,73.36724076,36.43565771,2.604799515,10.20938708,-2.826549415,11.72266735,94.1811641,1.018020972,0.434523531,4.3333
448,614689,961185,43.0,4.0,1709.2,0.363069116,6095.0,22.03502745,0.268325772,0.296031865,0.900492559,0.197968193,10300,32900,21223,256,20.02561133,34.59253629,41.66080566,48.82691975,46.22388817,59.83904795,73.7062144,7333.0,504,12,0.872660649,0.644408111,0.999760908,2725.0,-0.173205078,97.0,0.144378906,84.47377244,23.70402127,3.806359377,15.78337231,15.18197014,25.2342135,65.460224,1.020965292,0.867743609,4.7143
449,383202,549997,28.0,5.0,1239.76,0.278965805,6869.0,356.9002811,0.177872886,0.31308164,0.822849138,0.270304711,7947,15834,16971,256,14.17245703,29.64229705,15.49336719,28.05068101,20.99768952,40.81061724,47.10992409,3406.0,374,11,0.771677449,0.551867815,0.999649402,1858.0,0.595249023,113.0,0.132838867,78.74025842,30.63964374,1.461275804,11.35195617,-1.474066147,14.50310893,81.38985572,1.072526734,0.768426998,2.8
450,367263,457490,29.0,6.0,1409.57,0.249067063,2517.0,4.472248243,0.081489727,0.211167969,0.807143413,0.294691942,4318,7432,14846,256,4.459874023,11.48693089,13.53334814,38.54279221,14.24928027,40.21811051,44.49289459,1752.0,209,11,0.047399388,0.49457285,0.999321912,961.0,0.678041016,76.0,0.113317383,79.7842372,29.82327722,-0.08301943,1.48373611,3.845591702,17.88989185,76.86556231,1.038027093,0.936925854,2.6667
451,325327,502093,24.0,6.0,1174.87,0.277312239,3413.0,9.624774903,0.10509274,0.260628549,0.927078577,0.160251438,5119,11409,14380,256,9.038710938,27.71668386,16.47463965,40.3160933,18.79127582,48.92445138,54.56183413,1570.0,253,12,0.774085261,0.557020824,0.999558857,1480.0,0.460024414,61.0,0.104201172,91.27541197,17.82107568,-0.564733722,13.46530603,7.787759462,19.35883004,50.10177055,0.927199759,0.95143719,3.8333
453,562580,529758,20.0,4.0,760.6,0.189193298,9353.0,9.424286918,0.068012292,0.186621288,0.86297492,0.270536787,7647,10465,14384,256,10.04536816,39.40919293,7.304131348,20.32794415,12.42013512,44.34309192,48.06913246,2224.0,378,12,0.393325015,0.561975205,0.999461351,1210.0,0.586644531,120.0,0.093800781,84.71167628,27.76524691,2.11932184,13.03615245,2.791239766,10.49729502,74.77552471,1.030498151,1.059421264,2.7143
454,585943,545966,8.0,3.0,241.66,0.24416435,8340.0,354.8470441,0.06871071,0.172660079,0.824377934,0.303942398,5066,11935,17920,256,7.826035156,27.11807472,4.238570313,12.76007272,8.900129469,29.97014235,32.64018119,3230.0,235,11,0.43091365,0.478178378,0.99937043,1036.0,0.461823242,52.0,0.108100586,80.7963812,31.86356955,3.043018888,10.60929854,0.500029427,6.834453199,83.81795812,0.987222239,0.655574026,2.5
455,818895,588825,11.0,3.0,334.18,0.188203893,6740.0,312.2980028,0.045437442,0.101696561,0.853521488,0.163564178,5926,5369,11223,256,3.485976563,7.672211463,5.345071289,9.331976044,6.381365033,12.08091907,13.99532858,1332.0,311,13,0.74010624,0.57627306,0.999540834,1417.0,0.663926758,69.0,0.242695313,85.20970554,16.8607326,0.357896634,2.726583387,0.073376521,4.906384809,44.02115564,1.043154055,0.607642071,2.1429
456,376720,551102,37.0,5.0,1638.5,0.320757291,7944.0,20.80311601,0.200495196,0.302300702,0.7972839,0.278427939,9537,16066,16760,256,16.51737793,30.41417591,18.34150049,29.71776196,24.68267437,42.52255252,49.92735483,2540.0,485,11,0.835459145,0.607725252,0.999725692,2383.0,0.574798828,88.0,0.114214844,76.00987747,30.20288154,1.651025522,12.27151403,0.590209952,15.56521485,80.49454365,0.958584572,0.549051345,3.8571
457,530975,474734,42.0,5.0,1838.93,0.169329649,8921.0,346.0358915,0.114363135,0.186825411,0.561110888,0.410209885,7604,7255,12793,256,5.674074219,17.30968363,7.162701172,12.01281579,9.137800956,21.06971501,23.8110553,1756.0,402,12,0.619143303,0.559919928,0.999648428,1846.0,0.269484375,64.0,0.099768555,54.36003833,41.30613435,1.681238716,6.671577152,-0.347170618,6.6096186,105.2535238,1.045245922,0.182975555,2.3333
458,433181,639633,37.0,4.0,1427.23,0.324715776,9149.0,347.8754974,0.151234189,0.255974142,0.887857242,0.177943033,9371,15193,18646,256,12.8277998,19.99903446,20.29376221,33.02469556,24.00810764,38.60818432,45.81061661,3529.0,411,12,0.735990421,0.572731677,0.999650895,1870.0,0.573620117,141.0,0.127856445,84.94990158,21.98272163,1.071918682,6.034213937,-0.89812619,16.98639968,59.90845089,1.050878891,0.8158633,4.6
459,490423,788081,57.0,4.0,2233.03,0.319870238,4509.0,347.4013351,0.184253876,0.334350487,0.819697786,0.282592789,6871,13895,18663,256,10.30492578,22.83892247,15.25370508,30.05455409,18.40834088,37.74774962,43.27025188,4151.0,320,12,0.64945197,0.570009287,0.999638937,1810.0,0.556780273,187.0,0.155198242,77.65105706,33.55572908,3.585876219,9.846746386,-4.90646057,15.45210631,88.35329751,0.95842244,0.555219642,4.4
460,759099,584302,9.0,4.0,344.81,0.273730354,1690.0,359.534178,0.012818018,0.073675636,0.922853397,0.15788347,2684,4708,8263,256,1.300928711,7.882473235,1.342640137,8.637963188,1.869518132,11.69392117,12.25477661,835.0,123,12,-0.2445251,0.481218147,0.998017313,328.0,0.905486328,59.0,0.29803418,92.51375588,16.11705817,-0.1087619,2.35068852,-0.074835603,3.663085171,41.58538196,0.996563563,0.558404666,4.2
461,451253,803731,30.0,6.0,1521.23,0.340759459,3434.0,2.026072916,0.140192217,0.29647642,0.849069608,0.254138271,5920,21987,19273,256,17.31104492,43.70655903,13.24387598,28.33265954,21.79615854,52.0864944,58.62534196,4628.0,277,12,0.885226684,0.608430945,0.999689402,2101.0,0.5233125,161.0,0.138170898,81.59332707,28.73219571,3.391701231,16.05621816,2.340665804,15.63997513,80.26200779,0.925817869,0.605241533,4.0
462,882277,1088655,14.0,2.0,280.76,0.205877079,18867.0,15.01178771,0.327600351,0.326106543,0.750772078,0.321481617,16319,19167,20503,256,25.69716113,27.14247472,51.50205615,61.63552584,57.5569794,67.34724923,84.61434306,4679.0,782,11,0.930306187,0.533689368,0.99975041,2608.0,0.374677734,48.0,0.198365234,67.6989227,30.98392753,4.882055205,7.671351773,16.32510301,30.1398983,79.19333694,1.014782385,0.704701579,3.6667
463,272585,678803,28.0,4.0,1084.87,0.35841446,3140.0,354.2637196,0.098749799,0.187140915,0.889840177,0.15315518,7994,11495,15075,256,12.22852441,23.58304791,11.12552002,20.29484988,16.53221114,31.11335855,36.07302189,2175.0,373,13,0.730524228,0.582215968,0.999662925,1933.0,0.590876953,190.0,0.120886719,87.54846941,17.32292966,-2.154770027,6.177145245,-2.189797146,7.995217439,48.10319618,1.235035842,0.861204232,2.8
464,872132,1057479,38.0,7.0,2134.89,0.306186594,10095.0,14.61144017,0.407644782,0.415423991,0.859565809,0.22406611,10497,37889,21389,256,32.71161133,45.81913458,65.45420703,81.55988979,73.17310116,93.54896427,115.5008946,8384.0,418,14,0.91953445,0.639119813,0.999803597,3310.0,0.330995117,166.0,0.166581055,76.46006722,27.75588499,7.048600293,18.17725044,16.26088617,39.05257174,76.83609283,0.992839065,0.559897103,6.3333
465,417190,557138,21.0,5.0,930.72,0.177539092,2271.0,339.6922951,0.082770456,0.16740262,0.685584762,0.345454998,4311,10698,14301,256,4.723697266,16.43089787,8.095985352,19.84142088,9.373275557,25.76152921,28.57351188,1925.0,215,11,0.580199075,0.521640519,0.999578115,1546.0,0.073333984,64.0,0.109436523,66.48297074,35.24397824,3.276146296,8.942545467,-3.805948173,11.06142735,90.19904421,0.976244794,0.368737918,2.3333
466,681846,949116,42.0,4.0,1667.92,0.320007581,15526.0,276.9304448,0.28868775,0.29220249,0.723733598,0.242465935,14921,19321,19802,256,20.19261035,23.50639445,31.37335107,30.20410135,37.30990043,38.27320628,49.46617641,4443.0,690,12,0.936831277,0.580901491,0.999807351,3379.0,0.10490918,138.0,0.208823242,64.87445121,28.92825124,3.98617413,9.216428539,-7.27088464,18.97788407,76.72747909,1.029477962,0.465703223,5.5
467,757565,802638,39.0,4.0,1529.92,0.276315956,10279.0,322.5923579,0.276291009,0.35396899,0.724670209,0.301071947,9392,22165,20574,256,12.9213125,20.74571595,27.26688574,37.34781761,30.17355423,42.72287689,51.77494316,5178.0,454,11,0.842246048,0.590855681,0.999749067,2581.0,0.109668945,121.0,0.165759766,67.14171953,34.23716483,2.041882237,8.701929825,-3.748450672,21.38578886,89.52960074,1.017858478,0.404039606,3.7143
468,333906,538015,35.0,6.0,1722.37,0.296551086,2669.0,0.951777811,0.138944158,0.314057386,0.724753519,0.349670141,3327,18698,17839,256,18.6731875,52.2592066,10.71866992,27.74033721,21.53085731,59.1654543,65.62471149,3520.0,162,10,0.479767844,0.527588928,0.99944597,1177.0,0.333352539,27.0,0.085746094,69.28165678,36.38955867,6.195266993,18.17186441,5.114573958,15.03656406,97.58018479,1.013229035,0.713199966,4.6667
469,456833,691332,33.0,5.0,1486.42,0.300039842,7255.0,338.5806199,0.165413553,0.295814916,0.867496036,0.231902701,9210,16771,18024,256,9.902160156,26.25095559,19.48416406,39.58727679,21.85601576,47.50015951,54.05696424,3967.0,425,13,0.830866293,0.58623905,0.99970164,2191.0,0.586595703,128.0,0.126708008,81.92698815,29.05844137,2.553065957,14.04526564,-6.588856396,19.29013549,78.64003935,1.015956302,0.810882174,4.3333
470,541359,668473,29.0,6.0,1450.59,0.327465489,7837.0,5.838012817,0.087993703,0.21202766,0.790666268,0.331782136,7221,20655,18895,256,9.170458984,33.30092468,7.995904297,20.92373292,12.16683211,39.32879586,42.97884549,4268.0,355,11,0.792916378,0.601504323,0.999529516,1387.0,0.307040039,144.0,0.131932617,77.39046085,33.99073416,2.272486685,11.86246057,2.89505596,10.66058004,88.91382769,1.029028273,0.495373323,4.2857
471,355377,811577,49.0,6.0,2486.44,0.338108397,4387.0,351.6421902,0.124069247,0.242154899,0.831872369,0.282561044,7730,19300,18579,256,9.517140625,22.90829474,10.10980078,21.15490278,13.88466915,31.18204418,35.34744493,3868.0,304,12,0.864547682,0.591662578,0.999758687,2695.0,-0.274432617,214.0,0.144067383,81.49366416,29.98027572,-0.902712315,7.753907343,-0.778741901,10.39061309,78.80383158,1.017951142,0.31605343,4.3333
472,649858,791720,32.0,4.0,1254.06,0.267003813,10386.0,344.1782049,0.338443728,0.393416599,0.667899854,0.343002042,13604,23223,19247,256,18.08591992,31.68375749,22.35855273,33.9380069,28.75770123,46.42896511,55.05627547,5983.0,643,11,0.860424038,0.597006156,0.999769269,2833.0,0.288645508,122.0,0.15530957,60.53294916,39.08494352,6.213810141,14.20583275,-3.377762993,20.15882425,102.0885266,1.031928317,0.646702749,5.4
473,650387,791533,30.0,5.0,1364.9,0.358428469,5171.0,3.370826882,0.063531206,0.175740725,0.847724575,0.270678727,8231,17083,17242,256,5.960439453,23.12010602,5.351881836,18.81830274,8.010585351,29.81053203,32.21370764,2986.0,417,12,0.226253103,0.534154725,0.999475587,1237.0,0.585085938,175.0,0.151845703,84.21617199,27.53570934,-0.295152198,6.058506094,0.529828579,7.288531126,71.85339447,0.982874368,0.659869905,3.6667
474,414687,640074,35.0,3.0,1069.97,0.310542629,10068.0,338.5144053,0.181249617,0.301930415,0.794943555,0.275913446,10408,14174,16669,256,10.4392832,17.38830811,15.93542773,29.1566192,19.05036721,33.94792633,39.66303649,3353.0,498,11,0.736831587,0.506339143,0.999652248,1873.0,0.544758789,113.0,0.132375977,75.64648109,32.16704204,1.808542407,5.687373587,-5.861783269,14.24572269,85.09057886,1.059097269,0.758082951,3.6
476,670409,800259,31.0,4.0,1215.83,0.296390522,7557.0,4.723920511,0.158552487,0.265030581,0.845269723,0.261884695,9051,28359,21250,256,14.91711328,33.74862192,20.74282617,38.81296418,25.54965961,51.43360448,59.09850237,5763.0,403,13,0.849458996,0.570980336,0.999751191,2608.0,-0.002204102,168.0,0.157152344,80.77836933,28.13386996,3.502814163,12.18226395,5.733929948,18.59848034,75.28714078,1.010455028,0.406223323,4.8
477,388102,721434,23.0,3.0,709.42,0.250972711,9127.0,22.64066283,0.158123976,0.267053818,0.783526922,0.325122576,10171,12784,16935,256,8.914220703,17.32204276,19.71086719,40.41415448,21.63288275,43.9699562,50.45982102,2315.0,549,11,0.823994504,0.614515849,0.999696693,2152.0,0.660080078,74.0,0.188625,76.27460555,32.6678869,1.110778783,4.57083624,8.467524274,18.33747741,83.06569816,1.01210153,0.323683529,3.6667
478,700112,723239,5.0,3.0,154.25,0.216925122,18764.0,212.6008848,0.905694748,0.167444558,0.618618191,0.304263956,19764,34251,18943,256,62.31731934,48.4523382,110.0785688,60.79169252,126.4940299,77.73840078,115.6866098,4963.0,1022,12,0.84224562,0.634622306,0.999753603,2653.0,-0.025500977,54.0,0.19472168,37.98516247,25.64449511,9.065210659,17.00538162,-30.95260358,39.70137134,60.74131256,1.061286062,0.367130275,2.1429
479,454023,742857,35.0,2.0,682.6,0.274621169,10519.0,200.7362014,0.296500603,0.399269689,0.720412289,0.312038477,12535,10192,16339,256,18.70221875,28.55339571,19.12382031,26.15195649,26.74871005,38.71977834,46.74439135,2731.0,653,12,0.851844904,0.590147517,0.999768774,2824.0,0.448817383,88.0,0.163234375,68.43125552,34.75024157,-1.879500638,5.398952516,-6.076657417,10.62941615,90.61080365,1.029631849,0.476123899,4.0
481,688890,949659,29.0,5.0,1337.09,0.223727393,7854.0,3.470263147,0.210820365,0.346840359,0.785410945,0.336728646,8747,37529,21621,256,19.83551465,43.34197874,22.91311865,49.70886679,30.30608269,65.95072826,75.04255307,7833.0,389,12,0.885362336,0.595541199,0.999740118,2506.0,0.066320313,26.0,0.15284668,73.85083269,35.38424511,5.49705294,16.85179513,6.521475339,22.07296416,93.45194504,0.977792258,0.379502103,4.6667
482,441718,545657,15.0,4.0,571.73,0.204181033,7634.0,14.9327227,0.308332694,0.429644611,0.850399923,0.257450317,7689,20296,17080,256,18.66907129,32.64647493,52.15327686,83.21576617,55.39402955,89.39046965,106.0086785,2888.0,402,11,0.820133634,0.606117152,0.999608777,1660.0,0.676447266,92.0,0.124176758,80.34683389,25.94240392,3.27520498,10.54482108,20.32015344,32.57262258,68.46124806,0.970152831,0.498523975,4.3333
483,291653,498713,21.0,3.0,630.0,0.232504512,3008.0,0.246815712,0.117810137,0.251996637,0.911425406,0.148805502,6674,15615,18078,256,15.8574834,32.1318533,13.36899756,28.84286191,20.74101915,43.17831261,49.40061836,3098.0,309,12,0.69212164,0.493381005,0.999569799,1513.0,0.723760742,106.0,0.113670898,88.65715625,18.92238468,0.473772469,11.66236809,1.040870376,13.36992361,53.38313017,0.948368339,0.249056322,2.5714
485,540070,569762,26.0,3.0,787.92,0.269902026,5219.0,33.32672658,0.138121159,0.145071026,0.784630335,0.200889253,6548,10131,12586,256,10.01370801,16.78096778,17.74405518,14.02608247,20.37463723,21.87079946,27.98319063,1930.0,339,12,0.748568928,0.620999889,0.999679337,2035.0,-0.765660156,133.0,0.19753418,76.97319765,20.33768495,1.137113834,6.016063637,7.294981693,8.128105625,54.18270537,0.962267464,0.67201512,3.5
486,489476,760648,42.0,7.0,2303.57,0.332790075,4877.0,348.7812678,0.161599317,0.289853928,0.711845933,0.349254119,6012,25274,20277,256,8.201983398,27.42659038,15.05224658,30.54401062,17.14183942,41.0506327,46.19318453,5044.0,265,12,0.518289186,0.547682011,0.999682712,2053.0,0.373155273,115.0,0.138557617,67.52338743,37.82965068,3.619941574,11.01543245,-2.044759864,16.69166219,97.48603453,1.056814348,0.546508747,4.2857
487,428357,644705,16.0,5.0,716.95,0.20380805,4541.0,27.2618967,0.350227971,0.301735247,0.777549349,0.211194701,9490,19468,20451,256,41.57187988,52.53408348,35.81593408,33.34786044,54.87260091,62.22467134,78.68645161,4358.0,404,11,0.906024934,0.612098865,0.999788577,3076.0,0.246621094,95.0,0.131820313,69.75846403,25.07190394,8.707442907,22.80982777,14.71769075,17.53867393,71.85274999,1.891595653,0.626578255,3.0
488,506311,799543,22.0,5.0,1001.67,0.372556782,8883.0,18.1627045,0.257762303,0.388880664,0.607419447,0.417397687,7736,21446,18221,256,15.21880469,27.83590496,37.04216602,70.02774422,40.04664879,75.35729935,87.37129399,3470.0,441,11,0.894744617,0.590714607,0.99972528,2377.0,0.384787109,103.0,0.157833984,56.98065438,39.76788437,2.549380943,8.090278459,15.16376154,28.60221439,100.3244801,1.148335952,0.499477387,4.6667
489,851327,979416,50.0,7.0,2793.54,0.318050563,6837.0,355.6130415,0.139556293,0.265116704,0.806616743,0.26625397,6945,28989,21024,256,15.50004395,37.78519373,11.82672119,23.55198321,19.49673553,44.52433917,50.37335983,5668.0,336,12,0.826828936,0.545043614,0.999676903,2023.0,0.43168457,138.0,0.209335938,77.5758054,29.06791748,4.665009643,14.30408936,3.097107727,11.85963607,79.32542623,0.887581312,0.519275532,3.4444
