,filename,domain,Complexity,Aesthetics,Orderliness,VA_PNG,VA_JPEG,elements,elem. types,visual complex,edge congestion,unique RGB,HSVcolours (avg Hue),HSVcolours (avg Saturation),HSVcolours (std Saturation),HSVcolours (avg Value),HSVcolours (std Value),HSVspectrum (HSV),HSVspectrum (Hue),HSVspectrum (Saturation),HSVspectrum (Value),Hassler-Susstrunk (dist A),Hassler-Susstrunk (std A),Hassler-Susstrunk (dist B),Hassler-Susstrunk (std B),Hassler-Susstrunk (dist RGYB),Hassler-Susstrunk (std RGYB),Hassler-Susstrunk (Colorfulness),Static clusters,DynamicCC (clusters),DynamicCC (avg cluster colors),QuadtreeDec (balance),QuadtreeDec (symmetry),QuadtreeDec (equilibrium),QuadtreeDec (leaves),whitespace,grid quality,count
1165,dailydishrecipes-com-.png,food,2.25,4.75,4.5,809190,585031.0,15.0,4.0,574.74,0.21476245600000002,13566.0,5.112420812,0.112030275,0.19844621399999998,0.886627785,0.22432105300000002,10835.0,14131.0,18014.0,256.0,10.52160677,20.76925847,12.5498138,22.91930659,16.37687502,30.92986764,35.84293014,3603.0,489.0,12.0,0.380638059,0.5154253120000001,0.999607383,1543.0,0.639565104,115.0,4
1166,mynameisyeh-com-.png,food,3.25,6.0,4.5,938833,712355.0,13.0,5.0,586.87,0.12255549,16709.0,16.05400101,0.126477126,0.245076396,0.796146415,0.30175817899999996,15719.0,10216.0,13745.0,256.0,4.999023438,11.36678503,7.596550781,13.811922699999998,9.093834125,17.88778943,20.61593966,2245.0,769.0,13.0,0.528767615,0.485060065,0.9996648370000001,1807.0,0.546397569,96.0,4
1168,cnz-to-.png,food,2.0,3.0,4.0,1077485,857885.0,23.0,4.0,906.68,0.212574421,10820.0,359.299354,0.160668087,0.233666441,0.791185648,0.239730778,14103.0,14041.0,18896.0,256.0,16.1906441,29.36805903,18.23172483,27.03434349,24.38304219,39.91664589,47.23155855,3641.0,634.0,13.0,0.890005843,0.54533137,0.999742609,2353.0,0.381223958,67.0,4
1169,bakingbites-com-.png,food,3.4,4.6,4.4,726475,728628.0,16.0,5.0,723.51,0.18144953800000002,6888.0,7.014164955,0.20525941399999997,0.31712743,0.8673903629999999,0.229195992,9182.0,19909.0,20927.0,256.0,17.73049653,31.54681667,23.89832813,39.88737385,29.75736202,50.8547366,59.78194521,4707.0,389.0,10.0,0.841901571,0.523732353,0.99967031,1837.0,0.522690972,79.0,5
1170,dontwastethecrumbs-com-.png,food,3.75,4.5,4.25,695906,666987.0,20.0,5.0,898.46,0.256442162,9450.0,11.65481561,0.060475847,0.130761758,0.889217797,0.213771381,8861.0,17764.0,17901.0,256.0,5.777867187999999,16.44145585,9.09953776,19.437940700000002,10.77893022,25.45888861,28.69256767,3005.0,420.0,15.0,0.431374948,0.527516532,0.9996867709999999,1933.0,0.636748264,182.0,4
1171,www-dishesbyb-com.png,food,3.75,4.5,4.25,646135,593599.0,7.0,4.0,268.51,0.143850443,11432.0,13.83426107,0.133486102,0.262131214,0.879799278,0.185621318,12216.0,8343.0,18657.0,256.0,10.56553472,18.63653079,14.13684462,27.73606445,17.64882148,33.41570815,38.7103546,1927.0,591.0,13.0,0.65332229,0.553740169,0.999591498,1483.0,0.71222309,18.0,4
1172,www-blissfulbasil-com-.png,food,4.5,5.5,5.5,235062,259131.0,11.0,2.0,197.82,0.312246873,4159.0,358.4837457,0.023408535,0.12451746400000001,0.967327717,0.12098004400000001,3111.0,5455.0,11818.0,256.0,1.3342552079999999,6.448871767000001,2.7093064239999998,13.45318309,3.0200295130000003,14.91898396,15.82499281,1120.0,150.0,13.0,-0.218324236,0.491501746,0.998591927,430.0,0.8141336809999999,102.0,4
1173,sweetandsavorymeals-com-.png,food,4.0,4.25,5.0,1137312,963032.0,11.0,5.0,507.69,0.163250956,10123.0,11.0756724,0.277936969,0.32961336199999997,0.811867535,0.240953155,13744.0,31944.0,21686.0,255.0,22.84476302,30.27178906,31.81907335,42.53646013,39.17060922,52.20854004,63.95972281,7801.0,577.0,12.0,0.901043508,0.636123918,0.999807821,3151.0,0.328078125,134.0,4
1174,www-besthealthmag-ca-.png,food,3.75,3.75,4.5,627225,618243.0,15.0,3.0,457.37,0.265523246,6410.0,358.0150315,0.083723258,0.19680238600000002,0.698058568,0.382109294,7291.0,18291.0,20122.0,256.0,8.43037934,23.58294965,6.649228732999999,17.55392517,10.73701721,29.39890819,32.62001335,3841.0,360.0,12.0,0.311704046,0.524354923,0.999589953,1477.0,0.180598958,70.0,4
1175,veggiedesserts-co-uk-.png,food,4.5,4.25,4.75,897906,715318.0,19.0,5.0,857.99,0.181539691,9815.0,4.280056691,0.117809605,0.235390477,0.8331237440000001,0.27165665,11126.0,22243.0,20369.0,256.0,9.098573785,21.6301617,9.50068533,21.93185334,13.15473552,30.80373493,34.75015559,5751.0,553.0,12.0,0.5663324000000001,0.541098584,0.9996466999999999,1714.0,0.571351563,86.0,4
1176,www-runonveg-com-.png,food,4.5,4.25,4.0,849107,625724.0,9.0,3.0,274.67,0.17298862,7295.0,7.301735254,0.148379494,0.25996227899999996,0.826692525,0.27102834600000003,14494.0,10262.0,16067.0,256.0,10.10540104,19.52548793,11.43687934,21.23252035,15.26176069,28.84552997,33.42405817,2808.0,700.0,11.0,0.348186338,0.50624268,0.999593257,1489.0,0.647346354,59.0,4
1177,www-afamilyfeast-com-.png,food,3.0,5.25,5.0,972300,846097.0,8.0,3.0,249.67,0.17485182,5687.0,7.782440385,0.21032746600000002,0.328376408,0.840229786,0.25322589300000004,9873.0,23890.0,21559.0,256.0,19.57281076,36.43723853,19.22507292,33.95446284,27.43534855,49.80540029,58.03600485,5506.0,403.0,10.0,0.47441163,0.519974546,0.9996735090000001,1855.0,0.5871953129999999,44.0,4
